hgnc_id	symbol	locus_group	locus_type	status
HGNC:14256	BRPF3	protein-coding gene	gene with protein product	Approved
HGNC:1113	BRS3	protein-coding gene	gene with protein product	Approved
HGNC:18994	BRSK1	protein-coding gene	gene with protein product	Approved
HGNC:11405	BRSK2	protein-coding gene	gene with protein product	Approved
HGNC:12760	BRWD1	protein-coding gene	gene with protein product	Approved
HGNC:17342	BRWD3	protein-coding gene	gene with protein product	Approved
HGNC:15832	BSCL2	protein-coding gene	gene with protein product	Approved
HGNC:25501	BSDC1	protein-coding gene	gene with protein product	Approved
HGNC:1116	BSG	protein-coding gene	gene with protein product	Approved
HGNC:1117	BSN	protein-coding gene	gene with protein product	Approved
HGNC:16512	BSND	protein-coding gene	gene with protein product	Approved
HGNC:33906	BSPH1	protein-coding gene	gene with protein product	Approved
HGNC:18232	BSPRY	protein-coding gene	gene with protein product	Approved
HGNC:1118	BST1	protein-coding gene	gene with protein product	Approved
HGNC:1119	BST2	protein-coding gene	gene with protein product	Approved
HGNC:20450	BSX	protein-coding gene	gene with protein product	Approved
HGNC:17307	BTAF1	protein-coding gene	gene with protein product	Approved
HGNC:1120	BTBD1	protein-coding gene	gene with protein product	Approved
HGNC:15504	BTBD2	protein-coding gene	gene with protein product	Approved
HGNC:15854	BTBD3	protein-coding gene	gene with protein product	Approved
HGNC:19897	BTBD6	protein-coding gene	gene with protein product	Approved
HGNC:18269	BTBD7	protein-coding gene	gene with protein product	Approved
HGNC:21019	BTBD8	protein-coding gene	gene with protein product	Approved
HGNC:21228	BTBD9	protein-coding gene	gene with protein product	Approved
HGNC:21445	BTBD10	protein-coding gene	gene with protein product	Approved
HGNC:26340	BTBD16	protein-coding gene	gene with protein product	Approved
HGNC:33758	BTBD17	protein-coding gene	gene with protein product	Approved
HGNC:37214	BTBD18	protein-coding gene	gene with protein product	Approved
HGNC:27145	BTBD19	protein-coding gene	gene with protein product	Approved
HGNC:1121	BTC	protein-coding gene	gene with protein product	Approved
HGNC:1122	BTD	protein-coding gene	gene with protein product	Approved
HGNC:1125	BTF3	protein-coding gene	gene with protein product	Approved
HGNC:30547	BTF3L4	protein-coding gene	gene with protein product	Approved
HGNC:1130	BTG1	protein-coding gene	gene with protein product	Approved
HGNC:1131	BTG2	protein-coding gene	gene with protein product	Approved
HGNC:1132	BTG3	protein-coding gene	gene with protein product	Approved
HGNC:13862	BTG4	protein-coding gene	gene with protein product	Approved
HGNC:1133	BTK	protein-coding gene	gene with protein product	Approved
HGNC:21087	BTLA	protein-coding gene	gene with protein product	Approved
HGNC:1135	BTN1A1	protein-coding gene	gene with protein product	Approved
HGNC:1136	BTN2A1	protein-coding gene	gene with protein product	Approved
HGNC:1137	BTN2A2	protein-coding gene	gene with protein product	Approved
HGNC:30715	PRSS41	protein-coding gene	gene with protein product	Approved
HGNC:24635	PRSS48	protein-coding gene	gene with protein product	Approved
HGNC:17910	PRSS50	protein-coding gene	gene with protein product	Approved
HGNC:37321	PRSS51	protein-coding gene	gene with protein product	Approved
HGNC:34407	PRSS53	protein-coding gene	gene with protein product	Approved
HGNC:26336	PRSS54	protein-coding gene	gene with protein product	Approved
HGNC:30824	PRSS55	protein-coding gene	gene with protein product	Approved
HGNC:39433	PRSS56	protein-coding gene	gene with protein product	Approved
HGNC:31397	PRSS57	protein-coding gene	gene with protein product	Approved
HGNC:39125	PRSS58	protein-coding gene	gene with protein product	Approved
HGNC:23333	PRTFDC1	protein-coding gene	gene with protein product	Approved
HGNC:26373	PRTG	protein-coding gene	gene with protein product	Approved
HGNC:9495	PRTN3	protein-coding gene	gene with protein product	Approved
HGNC:13420	PRUNE1	protein-coding gene	gene with protein product	Approved
HGNC:25209	PRUNE2	protein-coding gene	gene with protein product	Approved
HGNC:13797	PRX	protein-coding gene	gene with protein product	Approved
HGNC:28651	PRXL2A	protein-coding gene	gene with protein product	Approved
HGNC:28390	PRXL2B	protein-coding gene	gene with protein product	Approved
HGNC:16881	PRXL2C	protein-coding gene	gene with protein product	Approved
HGNC:14024	PRY	protein-coding gene	gene with protein product	Approved
HGNC:21504	PRY2	protein-coding gene	gene with protein product	Approved
HGNC:9498	PSAP	protein-coding gene	gene with protein product	Approved
HGNC:33131	PSAPL1	protein-coding gene	gene with protein product	Approved
HGNC:19129	PSAT1	protein-coding gene	gene with protein product	Approved
HGNC:9500	PSCA	protein-coding gene	gene with protein product	Approved
HGNC:9507	PSD	protein-coding gene	gene with protein product	Approved
HGNC:19092	PSD2	protein-coding gene	gene with protein product	Approved
HGNC:19093	PSD3	protein-coding gene	gene with protein product	Approved
HGNC:19096	PSD4	protein-coding gene	gene with protein product	Approved
HGNC:9508	PSEN1	protein-coding gene	gene with protein product	Approved
HGNC:9509	PSEN2	protein-coding gene	gene with protein product	Approved
HGNC:30100	PSENEN	protein-coding gene	gene with protein product	Approved
HGNC:9514	PSG1	protein-coding gene	gene with protein product	Approved
HGNC:9519	PSG2	protein-coding gene	gene with protein product	Approved
HGNC:9520	PSG3	protein-coding gene	gene with protein product	Approved
HGNC:9521	PSG4	protein-coding gene	gene with protein product	Approved
HGNC:9522	PSG5	protein-coding gene	gene with protein product	Approved
HGNC:9523	PSG6	protein-coding gene	gene with protein product	Approved
HGNC:9524	PSG7	protein-coding gene	gene with protein product	Approved
HGNC:9525	PSG8	protein-coding gene	gene with protein product	Approved
HGNC:9526	PSG9	protein-coding gene	gene with protein product	Approved
HGNC:9516	PSG11	protein-coding gene	gene with protein product	Approved
HGNC:9527	PSIP1	protein-coding gene	gene with protein product	Approved
HGNC:9529	PSKH1	protein-coding gene	gene with protein product	Approved
HGNC:18997	PSKH2	protein-coding gene	gene with protein product	Approved
HGNC:9530	PSMA1	protein-coding gene	gene with protein product	Approved
HGNC:9531	PSMA2	protein-coding gene	gene with protein product	Approved
HGNC:9532	PSMA3	protein-coding gene	gene with protein product	Approved
HGNC:9533	PSMA4	protein-coding gene	gene with protein product	Approved
HGNC:9534	PSMA5	protein-coding gene	gene with protein product	Approved
HGNC:9535	PSMA6	protein-coding gene	gene with protein product	Approved
HGNC:9536	PSMA7	protein-coding gene	gene with protein product	Approved
HGNC:22985	PSMA8	protein-coding gene	gene with protein product	Approved
HGNC:9537	PSMB1	protein-coding gene	gene with protein product	Approved
HGNC:9539	PSMB2	protein-coding gene	gene with protein product	Approved
HGNC:9540	PSMB3	protein-coding gene	gene with protein product	Approved
HGNC:9541	PSMB4	protein-coding gene	gene with protein product	Approved
HGNC:9542	PSMB5	protein-coding gene	gene with protein product	Approved
HGNC:9543	PSMB6	protein-coding gene	gene with protein product	Approved
HGNC:9544	PSMB7	protein-coding gene	gene with protein product	Approved
HGNC:9545	PSMB8	protein-coding gene	gene with protein product	Approved
HGNC:9546	PSMB9	protein-coding gene	gene with protein product	Approved
HGNC:9538	PSMB10	protein-coding gene	gene with protein product	Approved
HGNC:31963	PSMB11	protein-coding gene	gene with protein product	Approved
HGNC:9547	PSMC1	protein-coding gene	gene with protein product	Approved
HGNC:9548	PSMC2	protein-coding gene	gene with protein product	Approved
HGNC:9549	PSMC3	protein-coding gene	gene with protein product	Approved
HGNC:17928	PSMC3IP	protein-coding gene	gene with protein product	Approved
HGNC:9551	PSMC4	protein-coding gene	gene with protein product	Approved
HGNC:9552	PSMC5	protein-coding gene	gene with protein product	Approved
HGNC:9553	PSMC6	protein-coding gene	gene with protein product	Approved
HGNC:9554	PSMD1	protein-coding gene	gene with protein product	Approved
HGNC:9559	PSMD2	protein-coding gene	gene with protein product	Approved
HGNC:9560	PSMD3	protein-coding gene	gene with protein product	Approved
HGNC:9561	PSMD4	protein-coding gene	gene with protein product	Approved
HGNC:9563	PSMD5	protein-coding gene	gene with protein product	Approved
HGNC:9564	PSMD6	protein-coding gene	gene with protein product	Approved
HGNC:9565	PSMD7	protein-coding gene	gene with protein product	Approved
HGNC:9566	PSMD8	protein-coding gene	gene with protein product	Approved
HGNC:9567	PSMD9	protein-coding gene	gene with protein product	Approved
HGNC:9555	PSMD10	protein-coding gene	gene with protein product	Approved
HGNC:9556	PSMD11	protein-coding gene	gene with protein product	Approved
HGNC:9557	PSMD12	protein-coding gene	gene with protein product	Approved
HGNC:9558	PSMD13	protein-coding gene	gene with protein product	Approved
HGNC:16889	PSMD14	protein-coding gene	gene with protein product	Approved
HGNC:9568	PSME1	protein-coding gene	gene with protein product	Approved
HGNC:9569	PSME2	protein-coding gene	gene with protein product	Approved
HGNC:9570	PSME3	protein-coding gene	gene with protein product	Approved
HGNC:29856	PSME3IP1	protein-coding gene	gene with protein product	Approved
HGNC:20635	PSME4	protein-coding gene	gene with protein product	Approved
HGNC:9571	PSMF1	protein-coding gene	gene with protein product	Approved
HGNC:3043	PSMG1	protein-coding gene	gene with protein product	Approved
HGNC:24929	PSMG2	protein-coding gene	gene with protein product	Approved
HGNC:22420	PSMG3	protein-coding gene	gene with protein product	Approved
HGNC:21108	PSMG4	protein-coding gene	gene with protein product	Approved
HGNC:17202	PSORS1C1	protein-coding gene	gene with protein product	Approved
HGNC:17199	PSORS1C2	protein-coding gene	gene with protein product	Approved
HGNC:20320	PSPC1	protein-coding gene	gene with protein product	Approved
HGNC:9577	PSPH	protein-coding gene	gene with protein product	Approved
HGNC:9579	PSPN	protein-coding gene	gene with protein product	Approved
HGNC:24472	PSRC1	protein-coding gene	gene with protein product	Approved
HGNC:28578	PSTK	protein-coding gene	gene with protein product	Approved
HGNC:9580	PSTPIP1	protein-coding gene	gene with protein product	Approved
HGNC:9581	PSTPIP2	protein-coding gene	gene with protein product	Approved
HGNC:9582	PTAFR	protein-coding gene	gene with protein product	Approved
HGNC:30449	PTAR1	protein-coding gene	gene with protein product	Approved
HGNC:9583	PTBP1	protein-coding gene	gene with protein product	Approved
HGNC:17662	PTBP2	protein-coding gene	gene with protein product	Approved
HGNC:10253	PTBP3	protein-coding gene	gene with protein product	Approved
HGNC:22198	PTCD1	protein-coding gene	gene with protein product	Approved
HGNC:25734	PTCD2	protein-coding gene	gene with protein product	Approved
HGNC:24717	PTCD3	protein-coding gene	gene with protein product	Approved
HGNC:9585	PTCH1	protein-coding gene	gene with protein product	Approved
HGNC:9586	PTCH2	protein-coding gene	gene with protein product	Approved
HGNC:26392	PTCHD1	protein-coding gene	gene with protein product	Approved
HGNC:24776	PTCHD3	protein-coding gene	gene with protein product	Approved
HGNC:21345	PTCHD4	protein-coding gene	gene with protein product	Approved
HGNC:21290	PTCRA	protein-coding gene	gene with protein product	Approved
HGNC:9587	PTDSS1	protein-coding gene	gene with protein product	Approved
HGNC:15463	PTDSS2	protein-coding gene	gene with protein product	Approved
HGNC:9588	PTEN	protein-coding gene	gene with protein product	Approved
HGNC:9590	PTER	protein-coding gene	gene with protein product	Approved
HGNC:23734	PTF1A	protein-coding gene	gene with protein product	Approved
HGNC:9591	PTGDR	protein-coding gene	gene with protein product	Approved
HGNC:4502	PTGDR2	protein-coding gene	gene with protein product	Approved
HGNC:9592	PTGDS	protein-coding gene	gene with protein product	Approved
HGNC:9593	PTGER1	protein-coding gene	gene with protein product	Approved
HGNC:9594	PTGER2	protein-coding gene	gene with protein product	Approved
HGNC:9595	PTGER3	protein-coding gene	gene with protein product	Approved
HGNC:9596	PTGER4	protein-coding gene	gene with protein product	Approved
HGNC:9599	PTGES	protein-coding gene	gene with protein product	Approved
HGNC:17822	PTGES2	protein-coding gene	gene with protein product	Approved
HGNC:16049	PTGES3	protein-coding gene	gene with protein product	Approved
HGNC:43943	PTGES3L	protein-coding gene	gene with protein product	Approved
HGNC:9600	PTGFR	protein-coding gene	gene with protein product	Approved
HGNC:9601	PTGFRN	protein-coding gene	gene with protein product	Approved
HGNC:9602	PTGIR	protein-coding gene	gene with protein product	Approved
HGNC:9603	PTGIS	protein-coding gene	gene with protein product	Approved
HGNC:18429	PTGR1	protein-coding gene	gene with protein product	Approved
HGNC:20149	PTGR2	protein-coding gene	gene with protein product	Approved
HGNC:28697	PTGR3	protein-coding gene	gene with protein product	Approved
HGNC:9604	PTGS1	protein-coding gene	gene with protein product	Approved
HGNC:9605	PTGS2	protein-coding gene	gene with protein product	Approved
HGNC:9606	PTH	protein-coding gene	gene with protein product	Approved
HGNC:9608	PTH1R	protein-coding gene	gene with protein product	Approved
HGNC:30828	PTH2	protein-coding gene	gene with protein product	Approved
HGNC:9609	PTH2R	protein-coding gene	gene with protein product	Approved
HGNC:9607	PTHLH	protein-coding gene	gene with protein product	Approved
HGNC:9611	PTK2	protein-coding gene	gene with protein product	Approved
HGNC:9612	PTK2B	protein-coding gene	gene with protein product	Approved
HGNC:9617	PTK6	protein-coding gene	gene with protein product	Approved
HGNC:9618	PTK7	protein-coding gene	gene with protein product	Approved
HGNC:9623	PTMA	protein-coding gene	gene with protein product	Approved
HGNC:9629	PTMS	protein-coding gene	gene with protein product	Approved
HGNC:9630	PTN	protein-coding gene	gene with protein product	Approved
HGNC:9632	PTOV1	protein-coding gene	gene with protein product	Approved
HGNC:9634	PTP4A1	protein-coding gene	gene with protein product	Approved
HGNC:9635	PTP4A2	protein-coding gene	gene with protein product	Approved
HGNC:9636	PTP4A3	protein-coding gene	gene with protein product	Approved
HGNC:9308	PTPA	protein-coding gene	gene with protein product	Approved
HGNC:30184	PTPDC1	protein-coding gene	gene with protein product	Approved
HGNC:26965	PTPMT1	protein-coding gene	gene with protein product	Approved
HGNC:9642	PTPN1	protein-coding gene	gene with protein product	Approved
HGNC:9650	PTPN2	protein-coding gene	gene with protein product	Approved
HGNC:9655	PTPN3	protein-coding gene	gene with protein product	Approved
HGNC:9656	PTPN4	protein-coding gene	gene with protein product	Approved
HGNC:9657	PTPN5	protein-coding gene	gene with protein product	Approved
HGNC:9658	PTPN6	protein-coding gene	gene with protein product	Approved
HGNC:9659	PTPN7	protein-coding gene	gene with protein product	Approved
HGNC:9661	PTPN9	protein-coding gene	gene with protein product	Approved
HGNC:9644	PTPN11	protein-coding gene	gene with protein product	Approved
HGNC:9645	PTPN12	protein-coding gene	gene with protein product	Approved
HGNC:9646	PTPN13	protein-coding gene	gene with protein product	Approved
HGNC:9647	PTPN14	protein-coding gene	gene with protein product	Approved
HGNC:9649	PTPN18	protein-coding gene	gene with protein product	Approved
HGNC:23423	PTPN20	protein-coding gene	gene with protein product	Approved
HGNC:9651	PTPN21	protein-coding gene	gene with protein product	Approved
HGNC:9652	PTPN22	protein-coding gene	gene with protein product	Approved
HGNC:14406	PTPN23	protein-coding gene	gene with protein product	Approved
HGNC:9664	PTPRA	protein-coding gene	gene with protein product	Approved
HGNC:9665	PTPRB	protein-coding gene	gene with protein product	Approved
HGNC:9666	PTPRC	protein-coding gene	gene with protein product	Approved
HGNC:9667	PTPRCAP	protein-coding gene	gene with protein product	Approved
HGNC:9668	PTPRD	protein-coding gene	gene with protein product	Approved
HGNC:9669	PTPRE	protein-coding gene	gene with protein product	Approved
HGNC:9670	PTPRF	protein-coding gene	gene with protein product	Approved
HGNC:9671	PTPRG	protein-coding gene	gene with protein product	Approved
HGNC:9672	PTPRH	protein-coding gene	gene with protein product	Approved
HGNC:9673	PTPRJ	protein-coding gene	gene with protein product	Approved
HGNC:9674	PTPRK	protein-coding gene	gene with protein product	Approved
HGNC:9675	PTPRM	protein-coding gene	gene with protein product	Approved
HGNC:9676	PTPRN	protein-coding gene	gene with protein product	Approved
HGNC:9677	PTPRN2	protein-coding gene	gene with protein product	Approved
HGNC:9678	PTPRO	protein-coding gene	gene with protein product	Approved
HGNC:9679	PTPRQ	protein-coding gene	gene with protein product	Approved
HGNC:9680	PTPRR	protein-coding gene	gene with protein product	Approved
HGNC:9681	PTPRS	protein-coding gene	gene with protein product	Approved
HGNC:9682	PTPRT	protein-coding gene	gene with protein product	Approved
HGNC:9683	PTPRU	protein-coding gene	gene with protein product	Approved
HGNC:9685	PTPRZ1	protein-coding gene	gene with protein product	Approved
HGNC:27039	PTRH1	protein-coding gene	gene with protein product	Approved
HGNC:24265	PTRH2	protein-coding gene	gene with protein product	Approved
HGNC:33782	PTRHD1	protein-coding gene	gene with protein product	Approved
HGNC:9689	PTS	protein-coding gene	gene with protein product	Approved
HGNC:9690	PTTG1	protein-coding gene	gene with protein product	Approved
HGNC:13524	PTTG1IP	protein-coding gene	gene with protein product	Approved
HGNC:55318	PTTG1IP2	protein-coding gene	gene with protein product	Approved
HGNC:9691	PTTG2	protein-coding gene	gene with protein product	Approved
HGNC:9692	PTX3	protein-coding gene	gene with protein product	Approved
HGNC:14171	PTX4	protein-coding gene	gene with protein product	Approved
HGNC:16818	PUDP	protein-coding gene	gene with protein product	Approved
HGNC:17042	PUF60	protein-coding gene	gene with protein product	Approved
HGNC:14957	PUM1	protein-coding gene	gene with protein product	Approved
HGNC:14958	PUM2	protein-coding gene	gene with protein product	Approved
HGNC:29676	PUM3	protein-coding gene	gene with protein product	Approved
HGNC:9701	PURA	protein-coding gene	gene with protein product	Approved
HGNC:9702	PURB	protein-coding gene	gene with protein product	Approved
HGNC:17930	PURG	protein-coding gene	gene with protein product	Approved
HGNC:15508	PUS1	protein-coding gene	gene with protein product	Approved
HGNC:25461	PUS3	protein-coding gene	gene with protein product	Approved
HGNC:26033	PUS7	protein-coding gene	gene with protein product	Approved
HGNC:25276	PUS7L	protein-coding gene	gene with protein product	Approved
HGNC:26505	PUS10	protein-coding gene	gene with protein product	Approved
HGNC:26914	PUSL1	protein-coding gene	gene with protein product	Approved
HGNC:9704	PVALB	protein-coding gene	gene with protein product	Approved
HGNC:40053	PVALEF	protein-coding gene	gene with protein product	Approved
HGNC:9705	PVR	protein-coding gene	gene with protein product	Approved
HGNC:32190	PVRIG	protein-coding gene	gene with protein product	Approved
HGNC:17015	PWP1	protein-coding gene	gene with protein product	Approved
HGNC:9711	PWP2	protein-coding gene	gene with protein product	Approved
HGNC:29406	PWWP2A	protein-coding gene	gene with protein product	Approved
HGNC:25150	PWWP2B	protein-coding gene	gene with protein product	Approved
HGNC:29641	PWWP3A	protein-coding gene	gene with protein product	Approved
HGNC:26583	PWWP3B	protein-coding gene	gene with protein product	Approved
HGNC:55197	PWWP4	protein-coding gene	gene with protein product	Approved
HGNC:21361	PXDC1	protein-coding gene	gene with protein product	Approved
HGNC:14966	PXDN	protein-coding gene	gene with protein product	Approved
HGNC:26359	PXDNL	protein-coding gene	gene with protein product	Approved
HGNC:23326	PXK	protein-coding gene	gene with protein product	Approved
HGNC:9716	PXMP2	protein-coding gene	gene with protein product	Approved
HGNC:15920	PXMP4	protein-coding gene	gene with protein product	Approved
HGNC:9718	PXN	protein-coding gene	gene with protein product	Approved
HGNC:18312	PXT1	protein-coding gene	gene with protein product	Approved
HGNC:26303	PXYLP1	protein-coding gene	gene with protein product	Approved
HGNC:16608	PYCARD	protein-coding gene	gene with protein product	Approved
HGNC:9721	PYCR1	protein-coding gene	gene with protein product	Approved
HGNC:30262	PYCR2	protein-coding gene	gene with protein product	Approved
HGNC:25846	PYCR3	protein-coding gene	gene with protein product	Approved
HGNC:30261	PYDC1	protein-coding gene	gene with protein product	Approved
HGNC:33512	PYDC2	protein-coding gene	gene with protein product	Approved
HGNC:53781	PYDC5	protein-coding gene	gene with protein product	Approved
HGNC:9723	PYGB	protein-coding gene	gene with protein product	Approved
HGNC:9725	PYGL	protein-coding gene	gene with protein product	Approved
HGNC:9726	PYGM	protein-coding gene	gene with protein product	Approved
HGNC:30256	PYGO1	protein-coding gene	gene with protein product	Approved
HGNC:30257	PYGO2	protein-coding gene	gene with protein product	Approved
HGNC:28894	PYHIN1	protein-coding gene	gene with protein product	Approved
HGNC:30258	PYM1	protein-coding gene	gene with protein product	Approved
HGNC:26162	PYROXD1	protein-coding gene	gene with protein product	Approved
HGNC:23517	PYROXD2	protein-coding gene	gene with protein product	Approved
HGNC:44317	PYURF	protein-coding gene	gene with protein product	Approved
HGNC:9748	PYY	protein-coding gene	gene with protein product	Approved
HGNC:9750	PZP	protein-coding gene	gene with protein product	Approved
HGNC:9751	QARS1	protein-coding gene	gene with protein product	Approved
HGNC:9752	QDPR	protein-coding gene	gene with protein product	Approved
HGNC:21100	QKI	protein-coding gene	gene with protein product	Approved
HGNC:28144	QNG1	protein-coding gene	gene with protein product	Approved
HGNC:9753	QPCT	protein-coding gene	gene with protein product	Approved
HGNC:25952	QPCTL	protein-coding gene	gene with protein product	Approved
HGNC:9755	QPRT	protein-coding gene	gene with protein product	Approved
HGNC:29982	QRFP	protein-coding gene	gene with protein product	Approved
HGNC:15565	QRFPR	protein-coding gene	gene with protein product	Approved
HGNC:24713	QRICH1	protein-coding gene	gene with protein product	Approved
HGNC:25326	QRICH2	protein-coding gene	gene with protein product	Approved
HGNC:21020	QRSL1	protein-coding gene	gene with protein product	Approved
HGNC:26154	QSER1	protein-coding gene	gene with protein product	Approved
HGNC:9756	QSOX1	protein-coding gene	gene with protein product	Approved
HGNC:30249	QSOX2	protein-coding gene	gene with protein product	Approved
HGNC:21727	QTGAL	protein-coding gene	gene with protein product	Approved
HGNC:20887	QTMAN	protein-coding gene	gene with protein product	Approved
HGNC:23797	QTRT1	protein-coding gene	gene with protein product	Approved
HGNC:25771	QTRT2	protein-coding gene	gene with protein product	Approved
HGNC:27329	R3HCC1	protein-coding gene	gene with protein product	Approved
HGNC:23512	R3HCC1L	protein-coding gene	gene with protein product	Approved
HGNC:9757	R3HDM1	protein-coding gene	gene with protein product	Approved
HGNC:29167	R3HDM2	protein-coding gene	gene with protein product	Approved
HGNC:28270	R3HDM4	protein-coding gene	gene with protein product	Approved
HGNC:16249	R3HDML	protein-coding gene	gene with protein product	Approved
HGNC:9758	RAB1A	protein-coding gene	gene with protein product	Approved
HGNC:18370	RAB1B	protein-coding gene	gene with protein product	Approved
HGNC:9763	RAB2A	protein-coding gene	gene with protein product	Approved
HGNC:20246	RAB2B	protein-coding gene	gene with protein product	Approved
HGNC:9777	RAB3A	protein-coding gene	gene with protein product	Approved
HGNC:9778	RAB3B	protein-coding gene	gene with protein product	Approved
HGNC:30269	RAB3C	protein-coding gene	gene with protein product	Approved
HGNC:9779	RAB3D	protein-coding gene	gene with protein product	Approved
HGNC:17063	RAB3GAP1	protein-coding gene	gene with protein product	Approved
HGNC:17168	RAB3GAP2	protein-coding gene	gene with protein product	Approved
HGNC:9780	RAB3IL1	protein-coding gene	gene with protein product	Approved
HGNC:16508	RAB3IP	protein-coding gene	gene with protein product	Approved
HGNC:9781	RAB4A	protein-coding gene	gene with protein product	Approved
HGNC:9782	RAB4B	protein-coding gene	gene with protein product	Approved
HGNC:9783	RAB5A	protein-coding gene	gene with protein product	Approved
HGNC:9784	RAB5B	protein-coding gene	gene with protein product	Approved
HGNC:9785	RAB5C	protein-coding gene	gene with protein product	Approved
HGNC:15870	RAB5IF	protein-coding gene	gene with protein product	Approved
HGNC:9786	RAB6A	protein-coding gene	gene with protein product	Approved
HGNC:14902	RAB6B	protein-coding gene	gene with protein product	Approved
HGNC:16525	RAB6C	protein-coding gene	gene with protein product	Approved
HGNC:30272	RAB6D	protein-coding gene	gene with protein product	Approved
HGNC:9788	RAB7A	protein-coding gene	gene with protein product	Approved
HGNC:30513	RAB7B	protein-coding gene	gene with protein product	Approved
HGNC:7007	RAB8A	protein-coding gene	gene with protein product	Approved
HGNC:30273	RAB8B	protein-coding gene	gene with protein product	Approved
HGNC:9792	RAB9A	protein-coding gene	gene with protein product	Approved
HGNC:14090	RAB9B	protein-coding gene	gene with protein product	Approved
HGNC:9759	RAB10	protein-coding gene	gene with protein product	Approved
HGNC:9760	RAB11A	protein-coding gene	gene with protein product	Approved
HGNC:9761	RAB11B	protein-coding gene	gene with protein product	Approved
HGNC:30265	RAB11FIP1	protein-coding gene	gene with protein product	Approved
HGNC:29152	RAB11FIP2	protein-coding gene	gene with protein product	Approved
HGNC:17224	RAB11FIP3	protein-coding gene	gene with protein product	Approved
HGNC:30267	RAB11FIP4	protein-coding gene	gene with protein product	Approved
HGNC:24845	RAB11FIP5	protein-coding gene	gene with protein product	Approved
HGNC:31332	RAB12	protein-coding gene	gene with protein product	Approved
HGNC:9762	RAB13	protein-coding gene	gene with protein product	Approved
HGNC:16524	RAB14	protein-coding gene	gene with protein product	Approved
HGNC:20150	RAB15	protein-coding gene	gene with protein product	Approved
HGNC:16523	RAB17	protein-coding gene	gene with protein product	Approved
HGNC:14244	RAB18	protein-coding gene	gene with protein product	Approved
HGNC:19982	RAB19	protein-coding gene	gene with protein product	Approved
HGNC:18260	RAB20	protein-coding gene	gene with protein product	Approved
HGNC:18263	RAB21	protein-coding gene	gene with protein product	Approved
HGNC:9764	RAB22A	protein-coding gene	gene with protein product	Approved
HGNC:14263	RAB23	protein-coding gene	gene with protein product	Approved
HGNC:9765	RAB24	protein-coding gene	gene with protein product	Approved
HGNC:18238	RAB25	protein-coding gene	gene with protein product	Approved
HGNC:14259	RAB26	protein-coding gene	gene with protein product	Approved
HGNC:9766	RAB27A	protein-coding gene	gene with protein product	Approved
HGNC:9767	RAB27B	protein-coding gene	gene with protein product	Approved
HGNC:9768	RAB28	protein-coding gene	gene with protein product	Approved
HGNC:9789	RAB29	protein-coding gene	gene with protein product	Approved
HGNC:9770	RAB30	protein-coding gene	gene with protein product	Approved
HGNC:9771	RAB31	protein-coding gene	gene with protein product	Approved
HGNC:9772	RAB32	protein-coding gene	gene with protein product	Approved
HGNC:9773	RAB33A	protein-coding gene	gene with protein product	Approved
HGNC:16075	RAB33B	protein-coding gene	gene with protein product	Approved
HGNC:16519	RAB34	protein-coding gene	gene with protein product	Approved
HGNC:9774	RAB35	protein-coding gene	gene with protein product	Approved
HGNC:9775	RAB36	protein-coding gene	gene with protein product	Approved
HGNC:30268	RAB37	protein-coding gene	gene with protein product	Approved
HGNC:9776	RAB38	protein-coding gene	gene with protein product	Approved
HGNC:16521	RAB39A	protein-coding gene	gene with protein product	Approved
HGNC:16499	RAB39B	protein-coding gene	gene with protein product	Approved
HGNC:18283	RAB40A	protein-coding gene	gene with protein product	Approved
HGNC:25410	RAB40AL	protein-coding gene	gene with protein product	Approved
HGNC:18284	RAB40B	protein-coding gene	gene with protein product	Approved
HGNC:18285	RAB40C	protein-coding gene	gene with protein product	Approved
HGNC:18293	RAB41	protein-coding gene	gene with protein product	Approved
HGNC:28702	RAB42	protein-coding gene	gene with protein product	Approved
HGNC:19983	RAB43	protein-coding gene	gene with protein product	Approved
HGNC:21068	RAB44	protein-coding gene	gene with protein product	Approved
HGNC:9794	RABAC1	protein-coding gene	gene with protein product	Approved
HGNC:17677	RABEP1	protein-coding gene	gene with protein product	Approved
HGNC:24817	RABEP2	protein-coding gene	gene with protein product	Approved
HGNC:16896	RABEPK	protein-coding gene	gene with protein product	Approved
HGNC:17155	RABGAP1	protein-coding gene	gene with protein product	Approved
HGNC:24663	RABGAP1L	protein-coding gene	gene with protein product	Approved
HGNC:17676	RABGEF1	protein-coding gene	gene with protein product	Approved
HGNC:9795	RABGGTA	protein-coding gene	gene with protein product	Approved
HGNC:9796	RABGGTB	protein-coding gene	gene with protein product	Approved
HGNC:9797	RABIF	protein-coding gene	gene with protein product	Approved
HGNC:9799	RABL2A	protein-coding gene	gene with protein product	Approved
HGNC:9800	RABL2B	protein-coding gene	gene with protein product	Approved
HGNC:18072	RABL3	protein-coding gene	gene with protein product	Approved
HGNC:24703	RABL6	protein-coding gene	gene with protein product	Approved
HGNC:9801	RAC1	protein-coding gene	gene with protein product	Approved
HGNC:9802	RAC2	protein-coding gene	gene with protein product	Approved
HGNC:9803	RAC3	protein-coding gene	gene with protein product	Approved
HGNC:9804	RACGAP1	protein-coding gene	gene with protein product	Approved
HGNC:4399	RACK1	protein-coding gene	gene with protein product	Approved
HGNC:9806	RAD1	protein-coding gene	gene with protein product	Approved
HGNC:9827	RAD9A	protein-coding gene	gene with protein product	Approved
