hgnc_id	symbol	locus_group	locus_type	status
HGNC:5175	AGFG1	protein-coding gene	gene with protein product	Approved
HGNC:5177	AGFG2	protein-coding gene	gene with protein product	Approved
HGNC:24684	AGGF1	protein-coding gene	gene with protein product	Approved
HGNC:21869	AGK	protein-coding gene	gene with protein product	Approved
HGNC:321	AGL	protein-coding gene	gene with protein product	Approved
HGNC:18407	AGMAT	protein-coding gene	gene with protein product	Approved
HGNC:33784	AGMO	protein-coding gene	gene with protein product	Approved
HGNC:3262	AGO1	protein-coding gene	gene with protein product	Approved
HGNC:3263	AGO2	protein-coding gene	gene with protein product	Approved
HGNC:18421	AGO3	protein-coding gene	gene with protein product	Approved
HGNC:18424	AGO4	protein-coding gene	gene with protein product	Approved
HGNC:324	AGPAT1	protein-coding gene	gene with protein product	Approved
HGNC:325	AGPAT2	protein-coding gene	gene with protein product	Approved
HGNC:326	AGPAT3	protein-coding gene	gene with protein product	Approved
HGNC:20885	AGPAT4	protein-coding gene	gene with protein product	Approved
HGNC:20886	AGPAT5	protein-coding gene	gene with protein product	Approved
HGNC:327	AGPS	protein-coding gene	gene with protein product	Approved
HGNC:328	AGR2	protein-coding gene	gene with protein product	Approved
HGNC:24167	AGR3	protein-coding gene	gene with protein product	Approved
HGNC:329	AGRN	protein-coding gene	gene with protein product	Approved
HGNC:330	AGRP	protein-coding gene	gene with protein product	Approved
HGNC:333	AGT	protein-coding gene	gene with protein product	Approved
HGNC:17258	AGTPBP1	protein-coding gene	gene with protein product	Approved
HGNC:336	AGTR1	protein-coding gene	gene with protein product	Approved
HGNC:338	AGTR2	protein-coding gene	gene with protein product	Approved
HGNC:13539	AGTRAP	protein-coding gene	gene with protein product	Approved
HGNC:341	AGXT	protein-coding gene	gene with protein product	Approved
HGNC:14412	AGXT2	protein-coding gene	gene with protein product	Approved
HGNC:24618	AHCTF1	protein-coding gene	gene with protein product	Approved
HGNC:343	AHCY	protein-coding gene	gene with protein product	Approved
HGNC:344	AHCYL1	protein-coding gene	gene with protein product	Approved
HGNC:22204	AHCYL2	protein-coding gene	gene with protein product	Approved
HGNC:25230	AHDC1	protein-coding gene	gene with protein product	Approved
HGNC:21575	AHI1	protein-coding gene	gene with protein product	Approved
HGNC:347	AHNAK	protein-coding gene	gene with protein product	Approved
HGNC:20125	AHNAK2	protein-coding gene	gene with protein product	Approved
HGNC:348	AHR	protein-coding gene	gene with protein product	Approved
HGNC:346	AHRR	protein-coding gene	gene with protein product	Approved
HGNC:1189	AHSA1	protein-coding gene	gene with protein product	Approved
HGNC:349	AHSG	protein-coding gene	gene with protein product	Approved
HGNC:18075	AHSP	protein-coding gene	gene with protein product	Approved
HGNC:13203	AICDA	protein-coding gene	gene with protein product	Approved
HGNC:25761	AIDA	protein-coding gene	gene with protein product	Approved
HGNC:352	AIF1	protein-coding gene	gene with protein product	Approved
HGNC:28904	AIF1L	protein-coding gene	gene with protein product	Approved
HGNC:8768	AIFM1	protein-coding gene	gene with protein product	Approved
HGNC:21411	AIFM2	protein-coding gene	gene with protein product	Approved
HGNC:26398	AIFM3	protein-coding gene	gene with protein product	Approved
HGNC:21607	AIG1	protein-coding gene	gene with protein product	Approved
HGNC:357	AIM2	protein-coding gene	gene with protein product	Approved
HGNC:10648	AIMP1	protein-coding gene	gene with protein product	Approved
HGNC:20609	AIMP2	protein-coding gene	gene with protein product	Approved
HGNC:358	AIP	protein-coding gene	gene with protein product	Approved
HGNC:359	AIPL1	protein-coding gene	gene with protein product	Approved
HGNC:360	AIRE	protein-coding gene	gene with protein product	Approved
HGNC:26039	AIRIM	protein-coding gene	gene with protein product	Approved
HGNC:30801	AJAP1	protein-coding gene	gene with protein product	Approved
HGNC:37284	AJM1	protein-coding gene	gene with protein product	Approved
HGNC:20250	AJUBA	protein-coding gene	gene with protein product	Approved
HGNC:361	AK1	protein-coding gene	gene with protein product	Approved
HGNC:362	AK2	protein-coding gene	gene with protein product	Approved
HGNC:17376	AK3	protein-coding gene	gene with protein product	Approved
HGNC:363	AK4	protein-coding gene	gene with protein product	Approved
HGNC:365	AK5	protein-coding gene	gene with protein product	Approved
HGNC:49151	AK6	protein-coding gene	gene with protein product	Approved
HGNC:20091	AK7	protein-coding gene	gene with protein product	Approved
HGNC:26526	AK8	protein-coding gene	gene with protein product	Approved
HGNC:33814	AK9	protein-coding gene	gene with protein product	Approved
HGNC:28285	AKAIN1	protein-coding gene	gene with protein product	Approved
HGNC:367	AKAP1	protein-coding gene	gene with protein product	Approved
HGNC:373	AKAP3	protein-coding gene	gene with protein product	Approved
HGNC:374	AKAP4	protein-coding gene	gene with protein product	Approved
HGNC:375	AKAP5	protein-coding gene	gene with protein product	Approved
HGNC:376	AKAP6	protein-coding gene	gene with protein product	Approved
HGNC:377	AKAP7	protein-coding gene	gene with protein product	Approved
HGNC:378	AKAP8	protein-coding gene	gene with protein product	Approved
HGNC:29857	AKAP8L	protein-coding gene	gene with protein product	Approved
HGNC:379	AKAP9	protein-coding gene	gene with protein product	Approved
HGNC:368	AKAP10	protein-coding gene	gene with protein product	Approved
HGNC:369	AKAP11	protein-coding gene	gene with protein product	Approved
HGNC:370	AKAP12	protein-coding gene	gene with protein product	Approved
HGNC:371	AKAP13	protein-coding gene	gene with protein product	Approved
HGNC:24061	AKAP14	protein-coding gene	gene with protein product	Approved
HGNC:18783	AKAP17A	protein-coding gene	gene with protein product	Approved
HGNC:28191	AKAP19	protein-coding gene	gene with protein product	Approved
HGNC:1170	AKIP1	protein-coding gene	gene with protein product	Approved
HGNC:25744	AKIRIN1	protein-coding gene	gene with protein product	Approved
HGNC:21407	AKIRIN2	protein-coding gene	gene with protein product	Approved
HGNC:24108	AKNA	protein-coding gene	gene with protein product	Approved
HGNC:28398	AKNAD1	protein-coding gene	gene with protein product	Approved
HGNC:380	AKR1A1	protein-coding gene	gene with protein product	Approved
HGNC:381	AKR1B1	protein-coding gene	gene with protein product	Approved
HGNC:382	AKR1B10	protein-coding gene	gene with protein product	Approved
HGNC:37281	AKR1B15	protein-coding gene	gene with protein product	Approved
HGNC:384	AKR1C1	protein-coding gene	gene with protein product	Approved
HGNC:385	AKR1C2	protein-coding gene	gene with protein product	Approved
HGNC:386	AKR1C3	protein-coding gene	gene with protein product	Approved
HGNC:387	AKR1C4	protein-coding gene	gene with protein product	Approved
HGNC:23469	AKR1C8	protein-coding gene	gene with protein product	Approved
HGNC:388	AKR1D1	protein-coding gene	gene with protein product	Approved
HGNC:23437	AKR1E2	protein-coding gene	gene with protein product	Approved
HGNC:389	AKR7A2	protein-coding gene	gene with protein product	Approved
HGNC:390	AKR7A3	protein-coding gene	gene with protein product	Approved
HGNC:24056	AKR7L	protein-coding gene	gene with protein product	Approved
HGNC:391	AKT1	protein-coding gene	gene with protein product	Approved
HGNC:28426	AKT1S1	protein-coding gene	gene with protein product	Approved
HGNC:392	AKT2	protein-coding gene	gene with protein product	Approved
HGNC:393	AKT3	protein-coding gene	gene with protein product	Approved
HGNC:16710	AKTIP	protein-coding gene	gene with protein product	Approved
HGNC:395	ALAD	protein-coding gene	gene with protein product	Approved
HGNC:396	ALAS1	protein-coding gene	gene with protein product	Approved
HGNC:397	ALAS2	protein-coding gene	gene with protein product	Approved
HGNC:399	ALB	protein-coding gene	gene with protein product	Approved
HGNC:400	ALCAM	protein-coding gene	gene with protein product	Approved
HGNC:402	ALDH1A1	protein-coding gene	gene with protein product	Approved
HGNC:15472	ALDH1A2	protein-coding gene	gene with protein product	Approved
HGNC:409	ALDH1A3	protein-coding gene	gene with protein product	Approved
HGNC:407	ALDH1B1	protein-coding gene	gene with protein product	Approved
HGNC:3978	ALDH1L1	protein-coding gene	gene with protein product	Approved
HGNC:26777	ALDH1L2	protein-coding gene	gene with protein product	Approved
HGNC:404	ALDH2	protein-coding gene	gene with protein product	Approved
HGNC:405	ALDH3A1	protein-coding gene	gene with protein product	Approved
HGNC:403	ALDH3A2	protein-coding gene	gene with protein product	Approved
HGNC:410	ALDH3B1	protein-coding gene	gene with protein product	Approved
HGNC:411	ALDH3B2	protein-coding gene	gene with protein product	Approved
HGNC:406	ALDH4A1	protein-coding gene	gene with protein product	Approved
HGNC:408	ALDH5A1	protein-coding gene	gene with protein product	Approved
HGNC:7179	ALDH6A1	protein-coding gene	gene with protein product	Approved
HGNC:877	ALDH7A1	protein-coding gene	gene with protein product	Approved
HGNC:15471	ALDH8A1	protein-coding gene	gene with protein product	Approved
HGNC:412	ALDH9A1	protein-coding gene	gene with protein product	Approved
HGNC:28114	ALDH16A1	protein-coding gene	gene with protein product	Approved
HGNC:9722	ALDH18A1	protein-coding gene	gene with protein product	Approved
HGNC:414	ALDOA	protein-coding gene	gene with protein product	Approved
HGNC:417	ALDOB	protein-coding gene	gene with protein product	Approved
HGNC:418	ALDOC	protein-coding gene	gene with protein product	Approved
HGNC:18294	ALG1	protein-coding gene	gene with protein product	Approved
HGNC:37258	ALG1L2	protein-coding gene	gene with protein product	Approved
HGNC:23159	ALG2	protein-coding gene	gene with protein product	Approved
HGNC:23056	ALG3	protein-coding gene	gene with protein product	Approved
HGNC:20266	ALG5	protein-coding gene	gene with protein product	Approved
HGNC:23157	ALG6	protein-coding gene	gene with protein product	Approved
HGNC:23161	ALG8	protein-coding gene	gene with protein product	Approved
HGNC:15672	ALG9	protein-coding gene	gene with protein product	Approved
HGNC:23162	ALG10	protein-coding gene	gene with protein product	Approved
HGNC:31088	ALG10B	protein-coding gene	gene with protein product	Approved
HGNC:32456	ALG11	protein-coding gene	gene with protein product	Approved
HGNC:19358	ALG12	protein-coding gene	gene with protein product	Approved
HGNC:30881	ALG13	protein-coding gene	gene with protein product	Approved
HGNC:28287	ALG14	protein-coding gene	gene with protein product	Approved
HGNC:427	ALK	protein-coding gene	gene with protein product	Approved
HGNC:33775	ALKAL1	protein-coding gene	gene with protein product	Approved
HGNC:27683	ALKAL2	protein-coding gene	gene with protein product	Approved
HGNC:17911	ALKBH1	protein-coding gene	gene with protein product	Approved
HGNC:32487	ALKBH2	protein-coding gene	gene with protein product	Approved
HGNC:30141	ALKBH3	protein-coding gene	gene with protein product	Approved
HGNC:21900	ALKBH4	protein-coding gene	gene with protein product	Approved
HGNC:25996	ALKBH5	protein-coding gene	gene with protein product	Approved
HGNC:28243	ALKBH6	protein-coding gene	gene with protein product	Approved
HGNC:21306	ALKBH7	protein-coding gene	gene with protein product	Approved
HGNC:25189	ALKBH8	protein-coding gene	gene with protein product	Approved
HGNC:17377	ALLC	protein-coding gene	gene with protein product	Approved
HGNC:428	ALMS1	protein-coding gene	gene with protein product	Approved
HGNC:435	ALOX5	protein-coding gene	gene with protein product	Approved
HGNC:436	ALOX5AP	protein-coding gene	gene with protein product	Approved
HGNC:429	ALOX12	protein-coding gene	gene with protein product	Approved
HGNC:430	ALOX12B	protein-coding gene	gene with protein product	Approved
HGNC:433	ALOX15	protein-coding gene	gene with protein product	Approved
HGNC:434	ALOX15B	protein-coding gene	gene with protein product	Approved
HGNC:42970	ERVMER34-1	protein-coding gene	gene with protein product	Approved
HGNC:26501	ERVV-1	protein-coding gene	gene with protein product	Approved
HGNC:39051	ERVV-2	protein-coding gene	gene with protein product	Approved
HGNC:13525	ERVW-1	protein-coding gene	gene with protein product	Approved
HGNC:17474	ESAM	protein-coding gene	gene with protein product	Approved
HGNC:24645	ESCO1	protein-coding gene	gene with protein product	Approved
HGNC:27230	ESCO2	protein-coding gene	gene with protein product	Approved
HGNC:3465	ESD	protein-coding gene	gene with protein product	Approved
HGNC:15898	ESF1	protein-coding gene	gene with protein product	Approved
HGNC:3466	ESM1	protein-coding gene	gene with protein product	Approved
HGNC:16856	ESPL1	protein-coding gene	gene with protein product	Approved
HGNC:13281	ESPN	protein-coding gene	gene with protein product	Approved
HGNC:27937	ESPNL	protein-coding gene	gene with protein product	Approved
HGNC:3467	ESR1	protein-coding gene	gene with protein product	Approved
HGNC:3468	ESR2	protein-coding gene	gene with protein product	Approved
HGNC:25966	ESRP1	protein-coding gene	gene with protein product	Approved
HGNC:26152	ESRP2	protein-coding gene	gene with protein product	Approved
HGNC:3471	ESRRA	protein-coding gene	gene with protein product	Approved
HGNC:3473	ESRRB	protein-coding gene	gene with protein product	Approved
HGNC:3474	ESRRG	protein-coding gene	gene with protein product	Approved
HGNC:16817	ESS2	protein-coding gene	gene with protein product	Approved
HGNC:14865	ESX1	protein-coding gene	gene with protein product	Approved
HGNC:29534	ESYT1	protein-coding gene	gene with protein product	Approved
HGNC:22211	ESYT2	protein-coding gene	gene with protein product	Approved
HGNC:24295	ESYT3	protein-coding gene	gene with protein product	Approved
HGNC:24648	ETAA1	protein-coding gene	gene with protein product	Approved
HGNC:53449	ETDA	protein-coding gene	gene with protein product	Approved
HGNC:44269	ETDB	protein-coding gene	gene with protein product	Approved
HGNC:53450	ETDC	protein-coding gene	gene with protein product	Approved
HGNC:3477	ETF1	protein-coding gene	gene with protein product	Approved
HGNC:3481	ETFA	protein-coding gene	gene with protein product	Approved
HGNC:3482	ETFB	protein-coding gene	gene with protein product	Approved
HGNC:28739	ETFBKMT	protein-coding gene	gene with protein product	Approved
HGNC:3483	ETFDH	protein-coding gene	gene with protein product	Approved
HGNC:27052	ETFRF1	protein-coding gene	gene with protein product	Approved
HGNC:23287	ETHE1	protein-coding gene	gene with protein product	Approved
